date,ticker,name,p20,p60,rank20,rank60,train_cutoff20,train_cutoff60
2026-09-23,240810,원익IPS,-0.05286671715654761,-0.018009258842736856,321,249,2025-11-27,2025-10-28
2026-09-23,241560,두산밥캣,0.02590303294284055,0.021023207239186582,92,94,2025-11-27,2025-10-28
2026-09-23,241710,코스메카코리아,0.01811126682102234,-0.02481865452791942,136,273,2025-11-27,2025-10-28
2026-09-23,247540,에코프로비엠,0.015389228340566162,0.012626742690587828,144,142,2025-11-27,2025-10-28
2026-09-23,251270,넷마블,0.03637447969145431,0.06224201645648028,53,11,2025-11-27,2025-10-28
2026-09-23,251970,펌텍코리아,-0.00638343929141889,-0.023292219390424758,240,267,2025-11-27,2025-10-28
2026-09-23,252990,샘씨엔에스,-0.024164399086079053,-0.05438223310586208,277,316,2025-11-27,2025-10-28
2026-09-23,253590,네오셈,-0.07104661389225013,-0.029367777884229396,330,292,2025-11-27,2025-10-28
2026-09-23,257720,실리콘투,0.012176895774200181,0.006326949241663943,157,175,2025-11-27,2025-10-28
2026-09-23,259960,크래프톤,0.04894425399396883,0.031208494445856442,15,58,2025-11-27,2025-10-28
2026-09-23,263750,펄어비스,0.01464839211314424,0.03345223600279218,147,52,2025-11-27,2025-10-28
2026-09-23,267250,HD현대,0.005722064165216137,0.005938436085176155,181,176,2025-11-27,2025-10-28
2026-09-23,267260,HD현대일렉트릭,0.002253802129215779,0.017743146268541166,201,112,2025-11-27,2025-10-28
2026-09-23,267270,HD건설기계,0.008311447397095275,0.017595545897530665,170,114,2025-11-27,2025-10-28
2026-09-23,271560,오리온,0.04438883830627832,0.014645202105820675,31,132,2025-11-27,2025-10-28
2026-09-23,272210,한화시스템,-0.04089261353086402,-0.031126989238618154,306,295,2025-11-27,2025-10-28
